,status_id,status_url,tweet_query,text,favorite_count,retweet_count,trend,normalized_trend,time_collected,date_label,user,language_code,hashtags,tagged_persons
13,1.3968111070467604e+18,https://twitter.com/uppittynegress/status/1396811107046760454,44,"Probably al gore or Bernie sanders, if we’re talking about actual politicians. https://t.co/kzcb6fE2Ad",15,0,AL GORE,al gore,2021-05-24T13:00:22Z,May 24 2021,uppittynegress,en,[],[]
14,1.3968122314892943e+18,https://twitter.com/gwmdelta2/status/1396812231489294344,44,"@bopinion Piss off with fake news,n Al gore started with the ice cap melt which never happened , it is a money grab, so f o",0,0,AL GORE,al gore,2021-05-24T13:00:22Z,May 24 2021,gwmdelta2,en,[],['bopinion']
15,1.396812227236311e+18,https://twitter.com/TNYellowDog/status/1396812227236311044,44,Al Gore won the 2000 election. That's the tweet. https://t.co/HpUryC8LwJ,4,1,AL GORE,al gore,2021-05-24T13:00:22Z,May 24 2021,tnyellowdog,en,[],[]
16,1.3968118962637455e+18,https://twitter.com/cryptidlesbean/status/1396811896263745544,44,why...why did bts choose to get on al gore's internet today and give me a polaroid of hobi looking at jimin's dick? why is this something i have to deal with? i have been awake for twenty minutes https://t.co/2HXqcrCLcK,3,0,AL GORE,al gore,2021-05-24T13:00:22Z,May 24 2021,cryptidlesbean,en,[],[]
17,1.3968113422003773e+18,https://twitter.com/akomerazumes/status/1396811342200377347,44,@fireflying0 nzm al gore da me ostaviš u kuhinji nego da se tuširam jer pošandrcam načisto iz nekog razloga,2,0,AL GORE,al gore,2021-05-24T13:00:22Z,May 24 2021,akomerazumes,hr,[],['fireflying0']
18,1.396811286718079e+18,https://twitter.com/NewBaitShop/status/1396811286718078984,44,#DumbMAGABeliefs: Al Gore is swindling America by talking about climate change but the notion of oil companies denying climate change to protect their trillion-dollar profits couldn't possibly be true.,0,0,AL GORE,al gore,2021-05-24T13:00:22Z,May 24 2021,newbaitshop,en,['dumbmagabeliefs'],[]
19,1.396811217881215e+18,https://twitter.com/tnisha_soaps/status/1396811217881214977,44,@SamFish90 @herb2341 @R_Williams25 @Ange_Amene Like there are actual graphs and statistics for this all over Al Gore’s internet and these fools think we stupid lol 😂 https://t.co/CXu0wym2H0,1,1,AL GORE,al gore,2021-05-24T13:00:22Z,May 24 2021,tnisha_soaps,en,[],"['samfish90', 'herb2341', 'r_williams25', 'ange_amene']"
20,1.3968110074907238e+18,https://twitter.com/sttngduck/status/1396811007490723845,44,"#WhatILearnedToday @realBradStaggs @RealRonPhillips 

Brad is the Al Gore of water. https://t.co/gJTFyBjZzk",0,0,AL GORE,al gore,2021-05-24T13:00:22Z,May 24 2021,sttngduck,en,['whatilearnedtoday'],"['realbradstaggs', 'realronphillips']"
21,1.3968109608499325e+18,https://twitter.com/LibtardParker/status/1396810960849932292,44,"Hillary Clinton, Al Gore and Shirley Chisholm https://t.co/AHXpMKrJVp",0,0,AL GORE,al gore,2021-05-24T13:00:22Z,May 24 2021,libtardparker,en,[],[]
22,1.3968103435196908e+18,https://twitter.com/LibtardParker/status/1396810343519690757,44,@andrewsaundry Hillary Clinton or Al gore,0,0,AL GORE,al gore,2021-05-24T13:00:22Z,May 24 2021,libtardparker,en,[],['andrewsaundry']
23,1.396810877660246e+18,https://twitter.com/iChrisg2009/status/1396810877660246018,44,"@andrewsaundry I can name two: Al Gore, Bobby Kennedy",1,0,AL GORE,al gore,2021-05-24T13:00:22Z,May 24 2021,ichrisg2009,en,[],['andrewsaundry']
24,1.3968104208585236e+18,https://twitter.com/agalligani/status/1396810420858523648,44,"@Paracet04318035 ""2008: Al Gore warns of ice-free Arctic by 2013"" - The warning was about SUMMER ice in the Arctic, genius. The summer ice in the Arctic IS disappearing rapidly. https://t.co/js8Za9C9pU",4,0,AL GORE,al gore,2021-05-24T13:00:22Z,May 24 2021,agalligani,en,[],['paracet04318035']
25,1.3996723561682534e+18,https://twitter.com/JavierBlas/status/1399672356168253441,43,"Well, that was rather quick:

IEA: OIL PRICES FACE UPWARD PRESSURE UNLESS OPEC+ BOOSTS OUTPUT

#OOTT",209,46,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,javierblas,en,['oott'],[]
26,1.3995321438779517e+18,https://twitter.com/vijayprashad/status/1399532143877951492,43,"Many years ago, at an arak session in Beirut, I heard that story of Abdullah Tariki, the Red Sheikh, the Saudi oil minister who helped shape OPEC. What was a Marxist doing in Saudi Arabia? He would play a role in my book Darker Nations (2007). https://t.co/ZSddm9H1t3",118,18,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,vijayprashad,en,[],[]
27,1.3993836123284562e+18,https://twitter.com/business/status/1399383612328456193,43,"OPEC and its allies forecast oil inventories will fall sharply over the rest of this year if they don’t raise production further, according to a document seen by Bloomberg https://t.co/0IsbV2ghcV",52,21,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,business,en,[],[]
28,1.3997425343398175e+18,https://twitter.com/Cognisant2000/status/1399742534339817475,43,"Crude prices surge to more than 2-year high ahead of #OPEC + meeting 

https://t.co/LYeVc58MQB",0,0,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,cognisant2000,en,['opec'],[]
29,1.3997424608766566e+18,https://twitter.com/ShinoharaWakaba/status/1399742460876656642,43,"@Opec_a @RimusND @DDR_Fun 那个又重又丑
之前见到班上男生用过联想的，感觉不太行诶",0,0,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,shinoharawakaba,vi,[],"['opec_a', 'rimusnd', 'ddr_fun']"
30,1.399742310053679e+18,https://twitter.com/ShinoharaWakaba/status/1399742310053679109,43,@Opec_a @PoutineUwU @DDR_Fun 这两个哪个好ww,0,0,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,shinoharawakaba,en,[],"['opec_a', 'poutineuwu', 'ddr_fun']"
31,1.3997422181312348e+18,https://twitter.com/ShinoharaWakaba/status/1399742218131234822,43,@Opec_a @DDR_Fun 笔记本www,2,0,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,shinoharawakaba,ro,[],"['opec_a', 'ddr_fun']"
32,1.399741862794068e+18,https://twitter.com/ShinoharaWakaba/status/1399741862794067969,43,"@RimusND @Opec_a @DDR_Fun 主要是小米好像要出3050ti的笔记本
这个应该比游戏本外观更简洁也更轻薄",2,0,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,shinoharawakaba,vi,[],"['rimusnd', 'opec_a', 'ddr_fun']"
33,1.399742380568363e+18,https://twitter.com/anasalhajji/status/1399742380568363019,43,"OPEC+ decided to stick to the plan.  production is going up.  All happy!  Compliance will remain high with high production numbers.
Compliance in April stood at 114%. 
If prices remain around $70 through 2022, great times for the economies of the oil-producing countries. https://t.co/4rLBk2HWND",0,0,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,anasalhajji,en,[],[]
34,1.399742340735066e+18,https://twitter.com/ArgusMedia/status/1399742340735066119,43,"News story: #Opec+ has agreed to stick with its plan to gradually increase #crudeoil output in Jun + Jul, with the return of Iranian supply to the market yet to be an issue for the group | #ArgusOil #OOTT

By @RowenaCaine, @ncitayim, @RMIordache: https://t.co/4AZlZ8uNfZ https://t.co/itOufqC8ap",0,0,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,argusmedia,en,"['opec', 'crudeoil', 'argusoil', 'oott']","['rowenacaine', 'ncitayim', 'rmiordache']"
35,1.3997422905586893e+18,https://twitter.com/DDR_Fun/status/1399742290558689280,43,@ShinoharaWakaba @Opec_a 几代i5,0,0,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,ddr_fun,sw,[],"['shinoharawakaba', 'opec_a']"
36,1.399742290277458e+18,https://twitter.com/wangjing0526/status/1399742290277457920,43,"@Opec_a 生！

yes,my lord",1,0,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,wangjing0526,en,[],['opec_a']
37,1.3997422691172557e+18,https://twitter.com/Opec_a/status/1399742269117255691,43,@ShinoharaWakaba @RimusND @DDR_Fun 联想吧，r9000p,0,0,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,opec_a,id,[],"['shinoharawakaba', 'rimusnd', 'ddr_fun']"
38,1.399742086505648e+18,https://twitter.com/Opec_a/status/1399742086505648130,43,@ShinoharaWakaba @PoutineUwU @DDR_Fun I是牙膏厂，r是红色信仰,1,0,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,opec_a,id,[],"['shinoharawakaba', 'poutineuwu', 'ddr_fun']"
39,1.3997420133360271e+18,https://twitter.com/Opec_a/status/1399742013336027144,43,@xhmooc 想看嘛想看嘛想看嘛,0,0,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,opec_a,vi,[],['xhmooc']
40,1.3997419042547343e+18,https://twitter.com/Opec_a/status/1399741904254734336,43,"@ShinoharaWakaba @DDR_Fun Amd吧，5700x+3070或者3060ti
不过不推荐现在买显卡",2,0,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,opec_a,so,[],"['shinoharawakaba', 'ddr_fun']"
41,1.3997422647720755e+18,https://twitter.com/Amena__Bakr/status/1399742264772075525,43,Quote of the day came from Prince Abdulaziz when he described the IEA's net-zero roadmap as the equivalent to being in “La La Land”. #OOTT #opec,7,0,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,amena__bakr,en,"['oott', 'opec']",[]
42,1.3997421738395156e+18,https://twitter.com/xcgsailor/status/1399742173839515656,43,"Oil Prices Jump As OPEC+ Sticks To Plan While Iran Deal Looking Trickier https://t.co/QclkOyuRtA via @Yahoo 

Somebody please tell me, If the USA is so oil independent, why do we still allow OPEC to set the price of oil.....",0,0,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,xcgsailor,en,[],['yahoo']
43,1.3997421604555366e+18,https://twitter.com/xglobalmarkets/status/1399742160455536647,43,"#Breaking
 Iraqi oil exports reached 2.89 mb/d during the month of May 
#Iraq #oil #OPEC
#XGlobalMarkets #WTI #CrudeOil",0,0,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,xglobalmarkets,en,"['breaking', 'iraq', 'oil', 'opec', 'xglobalmarkets', 'wti', 'crudeoil']",[]
44,1.3997421587903447e+18,https://twitter.com/almohannad_ali/status/1399742158790344706,43,"يجيب سمو الامير عن اذا ما تم مناقشة تقرير وكالة #الطاقة الدولية الاخير الذي يدعو الى عدم الاستثمار في قطاع #النفط:

""إطلاقًا ولا حتى دقيقة واحدة!! أنا شخصيًا اعتقد انه سيناريو للجزء الثاني من فيلم La La Land فلماذا آخذه على محمل الجد اذا كان كذلك""😂💪🏼 #OOTT #OPEC https://t.co/qOcW0Cy0vm",2,2,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,almohannad_ali,ar,"['الطاقة', 'النفط', 'oott', 'opec']",[]
45,1.3997421574186844e+18,https://twitter.com/RimusND/status/1399742157418684420,43,@ShinoharaWakaba @Opec_a @DDR_Fun dlss是n卡的深度学习超级采样功能，通过ai来使得高分辨率画面可以由较低分辨率推算出来😋,2,0,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,rimusnd,vi,[],"['shinoharawakaba', 'opec_a', 'ddr_fun']"
46,1.3997421450120643e+18,https://twitter.com/M4RYL4ND/status/1399742145012064260,43,"@movingrghtalong @Chicagodecks @FoxNews Your president has screwed up our pipelines and domestic supply.  Now US energy is back at the mercy of our enemies (Russia, OPEC, and the like).  Demand hasn’t changed much and therefore has nothing to do with what’s going on right now re: prices.",0,0,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,m4ryl4nd,en,[],"['movingrghtalong', 'chicagodecks', 'foxnews']"
47,1.3997420954982973e+18,https://twitter.com/AUDIOmercados/status/1399742095498297347,43,"La OPEP +  acuerdan mantener el aumento de producción previsto de petróleo en julio a medida que aumenta la demanda

-no discutió el regreso del petróleo iraní

#OOTT #CRUDO #CL_F

https://t.co/dwOa32py5D

*Noticia con demora. Acceda en tiempo real aquí:
https://t.co/rHPVM5Eu3T https://t.co/QiyQSMjWjW",1,1,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,audiomercados,es,"['oott', 'crudo', 'cl_f']",[]
48,1.3997420663059456e+18,https://twitter.com/ncitayim/status/1399742066305945601,43,"#Iran's oil minister was asked if he'd made any declarations at the #Opec+ meeting regarding Iran's possible return:

""We didn't announce anything, because it doesn't need an announcement. Once there is an agreement, and the sanctions are lifted, we will return."" #oott",0,0,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,ncitayim,en,"['irans', 'opec', 'oott']",[]
49,1.3997420417817969e+18,https://twitter.com/47news_official/status/1399742041781796871,43,原油減産縮小を再確認 OPECプラス閣僚級会合 https://t.co/iawnOh3rfq #ニュース #47NEWS #共同通信ニュース,0,0,OPEC,opec,2021-06-01T15:00:28Z,Jun 1 2021,47news_official,ja,"['ニュース', '47news', '共同通信ニュース']",[]
53,1.4026265712577126e+18,https://twitter.com/SteveWh87081559/status/1402626571257712644,18,"@SykesCharlie Stunning. Well, actually, not so stunning, since we've known for a long while that Rep. Gohmert faces certain -- how shall I put it? -- challenges.",0,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,stevewh87081559,en,[],['sykescharlie']
54,1.4026265588509123e+18,https://twitter.com/devinrx/status/1402626558850912260,18,@Forbes Are you kidding me? We must have more intelligent people in govt. Uneducated people like gohmert are really f’ing up our country. #MakeGovtSmartAgain #Science101 https://t.co/UVDBgfF8sw,0,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,devinrx,en,"['makegovtsmartagain', 'science101']",['forbes']
55,1.4026265284966525e+18,https://twitter.com/dian_simplethin/status/1402626528496652295,18,"You know who is a threat, try your Rep. Louie Gohmert and his crazy moon talk.
Who even asks these stupid questions?
 A Congressman? https://t.co/yHEACukIE1",0,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,dian_simplethin,en,[],[]
56,1.4026264817387274e+18,https://twitter.com/m_hostage/status/1402626481738727434,18,Obviously I need to apologize to Gomer Pyle.  I've been calling  Gohmert  Gomer as a way to highlight his stupidity. That was unfair.  Gohmert makes Gomer look like a member of Mensa. https://t.co/2OrVKEV3ay,0,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,m_hostage,en,[],[]
57,1.402626464885973e+18,https://twitter.com/billhill/status/1402626464885972997,18,"Louie Gohmert = When Cousins Marry 
#WhenCousinsMarry #LouieGohmert #Gohmert",0,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,billhill,en,"['whencousinsmarry', 'louiegohmert', 'gohmert']",[]
58,1.40262640907656e+18,https://twitter.com/2LsInSyphilis/status/1402626409076559876,18,@RobertMaguire_ Louie Gohmert is a stereotype of what’s wrong with Texas.,0,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,2lsinsyphilis,en,[],['robertmaguire_']
59,1.4026263917749248e+18,https://twitter.com/SashaGelbart/status/1402626391774924810,18,"@MollyJongFast Wait, is Gohmert worried about climate change?",0,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,sashagelbart,en,[],['mollyjongfast']
60,1.4026263897281864e+18,https://twitter.com/MaMaryGene/status/1402626389728186373,18,@Forbes Gohmert is an imbecile.,0,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,mamarygene,en,[],['forbes']
61,1.4026262917869978e+18,https://twitter.com/dfw_gal/status/1402626291786997765,18,@Forbes #Gohmert is probably the prime living example of the deadly dangers of allowing those who are willfully scientifically ignorant to hold positions of power.,1,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,dfw_gal,en,['gohmert'],['forbes']
62,1.402626155610579e+18,https://twitter.com/dfw_gal/status/1402626155610578944,18,#Gohmert is probably the prime living example of the deadly dangers of allowing those who are willfully scientifically ignorant to hold positions of power. https://t.co/RD9vqKy1GL,1,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,dfw_gal,en,['gohmert'],[]
63,1.402626255619453e+18,https://twitter.com/LogginsMarty/status/1402626255619452928,18,"@MollyJongFast #TX01 Rep. Louie Gohmert
903-561-6349 Tyler
936-715-9514 Nacogdoches
903-938-8386 Marshall
936-632-3180 Lufkin
903-236-8597 Longview
202-225-3035 DC",0,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,logginsmarty,en,['tx01'],['mollyjongfast']
64,1.4026262443033725e+18,https://twitter.com/bluestatedon/status/1402626244303372296,18,"@waltshaub MTG: COVID is a bioweapon because I don’t believe in evolution.

Sane people: JFC—imagine being that stupid and ignorant.

Louie Gohmert: Hold my beer.",0,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,bluestatedon,en,[],['waltshaub']
65,1.4026262172794266e+18,https://twitter.com/Lefsemaker/status/1402626217279426569,18,@MollyJongFast Wow! I knew Gohmert wasn’t the brightest bulb in the box but I can now see why he’s sometimes called the dumbest guy in Congress!,0,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,lefsemaker,en,[],['mollyjongfast']
66,1.4026262033501798e+18,https://twitter.com/steveglaros007/status/1402626203350179844,18,"@waltshaub There’s stiff competition for Dumbest Member of Congress with many outstanding competitors, but Louie Gohmert is the Secretariat of this competition. He just pulled away from the field.",0,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,steveglaros007,en,[],['waltshaub']
67,1.4026261475364905e+18,https://twitter.com/athie_gnome/status/1402626147536490501,18,@GothAlice @smbrnsn @replouiegohmert How long before Gohmert comes out as flat earth?,1,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,athie_gnome,en,[],"['gothalice', 'smbrnsn', 'replouiegohmert']"
68,1.4026260077403423e+18,https://twitter.com/mrp27609/status/1402626007740342276,18,"@Forbes Don't blame Gohmert, blame the constituents who reelected him five times.",1,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,mrp27609,en,[],['forbes']
69,1.402625997795586e+18,https://twitter.com/TRDunstan1/status/1402625997795586048,18,"@StratGleeson Alas, it's not. It's Louie Gohmert, climate change denier, thinking he's being sly and lawyerly, but really he's just doing what he's always done: jeopardizing the safety and wellbeing of others.

(also, let's all remember his amicus brief https://t.co/gsSZohVVDg)",0,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,trdunstan1,en,[],['stratgleeson']
70,1.4026259880984084e+18,https://twitter.com/jd1515151/status/1402625988098408455,18,"@_Chris_Ski_ @Forbes We should all moon him and see if his walking orbit changes. 

Gohmert can GoFigure that out.",0,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,jd1515151,en,[],"['_chris_ski_', 'forbes']"
71,1.40262587874859e+18,https://twitter.com/medwoman1/status/1402625878748590080,18,"@JenNWCbus @DrDenaGrayson And Representative Gohmert was a lawyer and a judge.
Tells you nothing in and of itself.",0,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,medwoman1,en,[],"['jennwcbus', 'drdenagrayson']"
72,1.4026257446904218e+18,https://twitter.com/alexrichardon/status/1402625744690421765,18,@Forbes What Kind of stupidity is this Gohmert?!,0,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,alexrichardon,en,[],['forbes']
73,1.4026257083635958e+18,https://twitter.com/Blacklace40/status/1402625708363595777,18,@FranWarrenfran Real X-ray of Gohmert's brains...😁 https://t.co/8AAqbLGvAA,0,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,blacklace40,en,[],['franwarrenfran']
74,1.40262568914099e+18,https://twitter.com/vimsy70/status/1402625689140989952,18,Gohmert making a solid effort to take back his crown from Boebert https://t.co/KisrHCSAJB,0,0,GOHMERT,gohmert,2021-06-09T14:00:41Z,Jun 9 2021,vimsy70,en,[],[]
76,1.4026187784002642e+18,https://twitter.com/Sites4Congress/status/1402618778400264197,10,"@JudiciaryGOP Today would be a good day for Matt Gaetz to be removed from the Judiciary Committee.

Or Louie Gohmert, for that matter.",1609,310,GOHMERT,gohmert,2021-06-09T15:00:24Z,Jun 9 2021,sites4congress,en,[],['judiciarygop']
77,1.402619005031129e+18,https://twitter.com/DrDenaGrayson/status/1402619005031129099,10,"During a House Natural Resources hearing on combatting #climatechange, Louie Gohmert asked: “Is there anything that the National Forest Service or BLM (Bureau of Land Mgmt) can do to change the course of the moon’s orbit or the Earth’s orbit?”🤯

@NRDems 
https://t.co/tL6CCNpesM",282,133,GOHMERT,gohmert,2021-06-09T15:00:24Z,Jun 9 2021,drdenagrayson,en,['climatechange'],['nrdems']
78,1.4026415295718482e+18,https://twitter.com/chainofmeat/status/1402641529571848195,10,"@OttoKatz42 I think he's ""cleverly"" telling the BLM that they can't do anything about climate change because they can't change the orbits of celestial objects. Then again, it's Gohmert, so he may be serious.",0,0,GOHMERT,gohmert,2021-06-09T15:00:24Z,Jun 9 2021,chainofmeat,en,[],['ottokatz42']
79,1.402641524035187e+18,https://twitter.com/Bill43111/status/1402641524035186690,10,@jeremynewberger Louie Gohmert is going to give millions of rakes to the forest service and have Space Force shoot  them at the Moon.,0,0,GOHMERT,gohmert,2021-06-09T15:00:24Z,Jun 9 2021,bill43111,en,[],['jeremynewberger']
80,1.4026415122410127e+18,https://twitter.com/ExposingALEC/status/1402641512241012740,10,"@Halftongue @rockbridge2008 @Forbes it does work out to be propaganda, but Gohmert is so dumb he...
-left me a voicemail by screaming into my mailbox
- asked someone how to spell “TV”
-stood on a chair to raise his IQ
-had to ask what the number was for “9-1-1.” https://t.co/t5h4RdE9lk",0,0,GOHMERT,gohmert,2021-06-09T15:00:24Z,Jun 9 2021,exposingalec,en,[],"['halftongue', 'rockbridge2008', 'forbes']"
81,1.4026414733470638e+18,https://twitter.com/RobsMuir/status/1402641473347063811,10,.@replouiegohmert  Bozo the Gohmert; Congressional Clown. https://t.co/nFjmjQsmGT,0,0,GOHMERT,gohmert,2021-06-09T15:00:24Z,Jun 9 2021,robsmuir,en,[],[]
82,1.4026414415248794e+18,https://twitter.com/Editor_of_Eric/status/1402641441524879366,10,"↘️

Life may be difficult, but at least you're not Louie Gohmert.

🌍🌐🌜🌛",2,0,GOHMERT,gohmert,2021-06-09T15:00:24Z,Jun 9 2021,editor_of_eric,en,[],[]
83,1.402641438307885e+18,https://twitter.com/Pat98021395/status/1402641438307885059,10,@ChristopherHahn Can Bezos take Louie Gohmert to the moon and leave him there? Pretty please! https://t.co/usCglqXAKR,0,0,GOHMERT,gohmert,2021-06-09T15:00:24Z,Jun 9 2021,pat98021395,en,[],['christopherhahn']
84,1.402641409014907e+18,https://twitter.com/PhilipCardella/status/1402641409014906883,10,"@HC_Richardson No. No reasonable person... Oh, it's Louie Gohmert? Yeah, I think it's real.",0,0,GOHMERT,gohmert,2021-06-09T15:00:24Z,Jun 9 2021,philipcardella,en,[],['hc_richardson']
85,1.4026413636032758e+18,https://twitter.com/tomiahonen/status/1402641363603275780,10,"Republican Space Cadet Louie Gohmert (Q Luna) has warned about space before. He is concerned space colonies will make you go gay

So obviously we now need to alter the orbit of the moon, or the earth

I believe Marjorie Three Names can do it with her Jewish Space Based Lasers https://t.co/55jyiiJKUK https://t.co/qjehMZO7t6",2,0,GOHMERT,gohmert,2021-06-09T15:00:24Z,Jun 9 2021,tomiahonen,en,[],[]
